file name,"file size,","number of words,",weighted-FIN-NEG,weighted-H4N-INF
D:/CHX/fall2020/NLP/HW/1/all\HOME DEPOT INC20130328_10-K_edgar_data_354950_0000354950-13-000008_1.txt,204304,26749,0.14492806,0.077574374
D:/CHX/fall2020/NLP/HW/1/all\HOME DEPOT INC20140327_10-K_edgar_data_354950_0000354950-14-000008_1.txt,228638,30437,0.156183803,0.082469924
D:/CHX/fall2020/NLP/HW/1/all\HOME DEPOT INC20150326_10-K_edgar_data_354950_0000354950-15-000008_1.txt,246997,33120,0.217119025,0.120580611
D:/CHX/fall2020/NLP/HW/1/all\HOME DEPOT INC20160324_10-K_edgar_data_354950_0000354950-16-000060_1.txt,293510,39229,0.225138998,0.127306486
D:/CHX/fall2020/NLP/HW/1/all\HOME DEPOT INC20170323_10-K_edgar_data_354950_0000354950-17-000005_1.txt,261006,34863,0.173773204,0.104755278
D:/CHX/fall2020/NLP/HW/1/all\HOME DEPOT INC20180322_10-K_edgar_data_354950_0000354950-18-000019_1.txt,227129,30320,0.181521776,0.108771457
D:/CHX/fall2020/NLP/HW/1/all\HP INC20101215_10-K_edgar_data_47217_0001047469-10-010444_1.txt,742414,100845,0.222768151,0.118193395
D:/CHX/fall2020/NLP/HW/1/all\HP INC20111214_10-K_edgar_data_47217_0001047469-11-010094_1.txt,523595,67279,0.275582584,0.120518689
D:/CHX/fall2020/NLP/HW/1/all\HP INC20121227_10-K_edgar_data_47217_0001047469-12-011417_1.txt,542025,70226,0.306210914,0.123086868
D:/CHX/fall2020/NLP/HW/1/all\HP INC20131230_10-K_edgar_data_47217_0001047469-13-011417_1.txt,542531,70343,0.320453386,0.13053032
D:/CHX/fall2020/NLP/HW/1/all\HP INC20141218_10-K_edgar_data_47217_0001047469-14-009977_1.txt,521769,67642,0.325072414,0.131263333
D:/CHX/fall2020/NLP/HW/1/all\HP INC20151216_10-K_edgar_data_47217_0001047469-15-009251_1.txt,637528,84201,0.26770327,0.127540671
D:/CHX/fall2020/NLP/HW/1/all\HP INC20161215_10-K_edgar_data_47217_0000047217-16-000093_1.txt,435503,56946,0.29653841,0.141343067
D:/CHX/fall2020/NLP/HW/1/all\HP INC20171214_10-K_edgar_data_47217_0000047217-17-000043_1.txt,467382,61828,0.292706319,0.139066882
D:/CHX/fall2020/NLP/HW/1/all\HP INC20181213_10-K_edgar_data_47217_0000047217-18-000052_1.txt,609188,81632,0.223608445,0.12068438
D:/CHX/fall2020/NLP/HW/1/all\ibm20190226_10-K_edgar_data_51143_0001047469-19-000712_1.txt,110078,14499,0.186468024,0.104928135
D:/CHX/fall2020/NLP/HW/1/all\intc20190201_10-K_edgar_data_50863_0000050863-19-000007_1.txt,411378,53217,0.285534615,0.123693675
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20100222_10-K_edgar_data_50863_0000950123-10-015237_1.txt,497412,64832,0.262873525,0.129798742
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20110218_10-K_edgar_data_50863_0000950123-11-015783_1.txt,414019,53207,0.253226167,0.122477016
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20120223_10-K_edgar_data_50863_0001193125-12-075534_1.txt,399784,54529,0.254372197,0.133565201
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20130219_10-K_edgar_data_50863_0001193125-13-065416_1.txt,357378,48095,0.222820385,0.12728904
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20140214_10-K_edgar_data_50863_0000050863-14-000020_1.txt,392188,52307,0.244310006,0.140157849
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20150213_10-K_edgar_data_50863_0000050863-15-000015_1.txt,395393,52721,0.260710657,0.146893779
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20160212_10-K_edgar_data_50863_0000050863-16-000105_1.txt,418869,55591,0.258497247,0.139416473
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20170217_10-K_edgar_data_50863_0000050863-17-000012_1.txt,411922,55171,0.233638252,0.118010711
D:/CHX/fall2020/NLP/HW/1/all\INTEL CORP20180216_10-K_edgar_data_50863_0000050863-18-000007_1.txt,498191,67050,0.246602895,0.126015817
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20100223_10-K_edgar_data_51143_0001047469-10-001151_1.txt,762948,101893,0.145160062,0.08326073
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20110222_10-K_edgar_data_51143_0001047469-11-001117_1.txt,585042,75381,0.14377913,0.069959364
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20120228_10-K_edgar_data_51143_0001047469-12-001742_1.txt,607758,77717,0.145323278,0.070829081
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20130226_10-K_edgar_data_51143_0001047469-13-001698_1.txt,640296,82168,0.140007433,0.071366328
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20140225_10-K_edgar_data_51143_0001047469-14-001302_1.txt,676164,87448,0.142802428,0.06868236
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20150224_10-K_edgar_data_51143_0001047469-15-001106_1.txt,748926,97900,0.168175981,0.078323464
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20160223_10-K_edgar_data_51143_0001047469-16-010329_1.txt,807608,106540,0.177468553,0.083802355
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20170228_10-K_edgar_data_51143_0001047469-17-001061_1.txt,751365,97425,0.168306258,0.086183588
D:/CHX/fall2020/NLP/HW/1/all\INTL BUSINESS MACHINES CORP20180227_10-K_edgar_data_51143_0001047469-18-001117_1.txt,657130,84881,0.165206215,0.082869096
D:/CHX/fall2020/NLP/HW/1/all\jnj20190220_10-K_edgar_data_200406_0000200406-19-000009_1.txt,415241,50679,0.308681724,0.138173778
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20100301_10-K_edgar_data_200406_0000950123-10-019392_1.txt,283495,35007,0.236590919,0.096954447
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20110225_10-K_edgar_data_200406_0000950123-11-018128_1.txt,298536,35308,0.308834373,0.121006079
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20120223_10-K_edgar_data_200406_0001193125-12-075565_1.txt,346610,43267,0.306156395,0.128222325
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20130222_10-K_edgar_data_200406_0000200406-13-000038_1.txt,360103,44507,0.330099247,0.146641759
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20140221_10-K_edgar_data_200406_0000200406-14-000033_1.txt,335239,40827,0.317886511,0.13950734
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20150224_10-K_edgar_data_200406_0000200406-15-000004_1.txt,343351,41912,0.306456264,0.151031935
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20160224_10-K_edgar_data_200406_0000200406-16-000071_1.txt,355272,43721,0.310535757,0.145965128
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20170227_10-K_edgar_data_200406_0000200406-17-000006_1.txt,366757,45476,0.311685595,0.135171041
D:/CHX/fall2020/NLP/HW/1/all\JOHNSON & JOHNSON20180221_10-K_edgar_data_200406_0000200406-18-000005_1.txt,366638,45253,0.290591166,0.12962533
D:/CHX/fall2020/NLP/HW/1/all\jpm20190226_10-K_edgar_data_19617_0000019617-19-000054_1.txt,1231150,151114,0.308272514,0.135385816
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20100224_10-K_edgar_data_19617_0000950123-10-016029_1.txt,1133725,153730,0.288989804,0.119198695
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20110228_10-K_edgar_data_19617_0000950123-11-019773_1.txt,1128125,151592,0.281445511,0.121397871
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20120229_10-K_edgar_data_19617_0000019617-12-000163_1.txt,1730322,238576,0.338216644,0.162760321
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20130228_10-K_edgar_data_19617_0000019617-13-000221_1.txt,1270450,169480,0.330613006,0.147250609
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20140220_10-K_edgar_data_19617_0000019617-14-000289_1.txt,1159437,150505,0.295079973,0.13419858
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20150224_10-K_edgar_data_19617_0000019617-15-000272_1.txt,1026045,137596,0.297881234,0.135818083
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20160223_10-K_edgar_data_19617_0000019617-16-000902_1.txt,1229397,167216,0.30791681,0.145056358
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20170228_10-K_edgar_data_19617_0000019617-17-000314_1.txt,1223266,165929,0.298724375,0.144574681
D:/CHX/fall2020/NLP/HW/1/all\JPMORGAN CHASE & CO20180227_10-K_edgar_data_19617_0000019617-18-000057_1.txt,1232566,165388,0.316872052,0.152979866
D:/CHX/fall2020/NLP/HW/1/all\ko20190221_10-K_edgar_data_21344_0000021344-19-000014_1.txt,709432,94520,0.202543046,0.112948508
D:/CHX/fall2020/NLP/HW/1/all\mcd20190222_10-K_edgar_data_63908_0000063908-19-000010_1.txt,260507,32679,0.181346703,0.092742019
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20100226_10-K_edgar_data_63908_0001193125-10-042025_1.txt,259790,33134,0.152696473,0.079116302
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20110225_10-K_edgar_data_63908_0001193125-11-046701_1.txt,259395,33618,0.152857073,0.073838748
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20120224_10-K_edgar_data_63908_0001193125-12-077317_1.txt,280651,37040,0.184879397,0.082546674
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20130225_10-K_edgar_data_63908_0000063908-13-000010_1.txt,227735,29150,0.140790245,0.0750715
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20140224_10-K_edgar_data_63908_0000063908-14-000019_1.txt,239961,30731,0.143413861,0.080621978
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20150224_10-K_edgar_data_63908_0000063908-15-000016_1.txt,238802,30666,0.199932082,0.103345696
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20160225_10-K_edgar_data_63908_0000063908-16-000103_1.txt,243334,31340,0.183729415,0.089092969
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20170301_10-K_edgar_data_63908_0000063908-17-000017_1.txt,318995,41779,0.169309075,0.100625915
D:/CHX/fall2020/NLP/HW/1/all\MCDONALD'S CORP20180223_10-K_edgar_data_63908_0000063908-18-000010_1.txt,21773,2422,0.049342223,0.031717827
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20100301_10-K_edgar_data_310158_0000950123-10-018679_1.txt,1330086,170959,0.293709791,0.134855299
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20110228_10-K_edgar_data_310158_0000950123-11-019286_1.txt,995691,127018,0.234662849,0.119896579
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20120228_10-K_edgar_data_310158_0001193125-12-084319_1.txt,1213158,159893,0.246651412,0.110898801
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20130228_10-K_edgar_data_310158_0001193125-13-084618_1.txt,764363,97681,0.281465475,0.140806215
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20140227_10-K_edgar_data_310158_0000310158-14-000009_1.txt,610226,77667,0.269340633,0.1436827
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20150227_10-K_edgar_data_310158_0000310158-15-000005_1.txt,766734,98823,0.29993401,0.152738402
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20160226_10-K_edgar_data_310158_0000310158-16-000063_1.txt,657537,83870,0.295890952,0.16506033
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20170228_10-K_edgar_data_310158_0000310158-17-000010_1.txt,765164,99760,0.281006532,0.153703485
D:/CHX/fall2020/NLP/HW/1/all\MERCK & CO20180227_10-K_edgar_data_310158_0000310158-18-000005_1.txt,612189,77579,0.265134949,0.166617409
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20100730_10-K_edgar_data_789019_0001193125-10-171791_1.txt,390648,52571,0.230062382,0.141061879
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20110728_10-K_edgar_data_789019_0001193125-11-200680_1.txt,328782,43771,0.204884235,0.130652905
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20120726_10-K_edgar_data_789019_0001193125-12-316848_1.txt,323669,42871,0.202976749,0.125355895
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20130730_10-K_edgar_data_789019_0001193125-13-310206_1.txt,330185,43524,0.263627389,0.143332502
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20140731_10-K_edgar_data_789019_0001193125-14-289961_1.txt,363612,48530,0.208957049,0.107082341
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20150731_10-K_edgar_data_789019_0001193125-15-272806_1.txt,387180,51993,0.230723854,0.115431267
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20160728_10-K_edgar_data_789019_0001193125-16-662209_1.txt,368496,49712,0.233002641,0.111723183
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20170802_10-K_edgar_data_789019_0001564590-17-014900_1.txt,334505,45052,0.238325103,0.11712717
D:/CHX/fall2020/NLP/HW/1/all\MICROSOFT CORP20180803_10-K_edgar_data_789019_0001564590-18-019062_1.txt,371236,50179,0.264375019,0.132794396
D:/CHX/fall2020/NLP/HW/1/all\mmm20190207_10-K_edgar_data_66740_0001558370-19-000470_1.txt,505825,64287,0.252279015,0.144454049
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20100225_10-K_edgar_data_1103982_0001193125-10-040106_1.txt,521909,68201,0.209505261,0.097568342
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20110228_10-K_edgar_data_1103982_0001193125-11-048979_1.txt,576775,75154,0.209302789,0.113642231
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20120227_10-K_edgar_data_1103982_0001193125-12-080318_1.txt,373808,45753,0.204176608,0.104334019
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20130225_10-K_edgar_data_1103982_0001193125-13-073227_1.txt,1775075,241702,0.241376559,0.102591907
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20140303_10-K_edgar_data_1103982_0001193125-14-079175_1.txt,738930,99602,0.202902847,0.123952912
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20150220_10-K_edgar_data_1103982_0001193125-15-055355_1.txt,627217,85468,0.211731542,0.109362518
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20160219_10-K_edgar_data_1103982_0001193125-16-469394_1.txt,425105,53745,0.244724516,0.116447802
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20170224_10-K_edgar_data_1103982_0001193125-17-055858_1.txt,1153247,161443,0.219065359,0.130632378
D:/CHX/fall2020/NLP/HW/1/all\MONDELEZ INTERNATIONAL INC20180209_10-K_edgar_data_1103982_0001193125-18-037332_1.txt,696536,92018,0.239314956,0.119984359
D:/CHX/fall2020/NLP/HW/1/all\mrk20190227_10-K_edgar_data_310158_0000310158-19-000014_1.txt,587039,74034,0.250116104,0.182189995
D:/CHX/fall2020/NLP/HW/1/all\msft20190801_10-K_edgar_data_789019_0001564590-19-027952_1.txt,330162,42697,0.25820551,0.131070539
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20100720_10-K_edgar_data_320187_0001193125-10-161874_1.txt,427768,57724,0.1758112,0.105998417
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20110722_10-K_edgar_data_320187_0001193125-11-194791_1.txt,314134,41006,0.184760118,0.111647229
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20120724_10-K_edgar_data_320187_0001193125-12-312306_1.txt,541939,74847,0.155621347,0.087822205
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20130723_10-K_edgar_data_320187_0000320187-13-000092_1.txt,653556,90031,0.171325756,0.091920781
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20140725_10-K_edgar_data_320187_0000320187-14-000097_1.txt,434240,58737,0.20357836,0.116901718
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20150723_10-K_edgar_data_320187_0000320187-15-000113_1.txt,665477,90914,0.16782546,0.089882658
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20160721_10-K_edgar_data_320187_0000320187-16-000336_1.txt,375282,49760,0.206782049,0.133045064
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20170720_10-K_edgar_data_320187_0000320187-17-000090_1.txt,373266,49358,0.217427794,0.134065941
D:/CHX/fall2020/NLP/HW/1/all\NIKE INC  -CL B20180725_10-K_edgar_data_320187_0000320187-18-000142_1.txt,372641,49044,0.215184795,0.13249648
D:/CHX/fall2020/NLP/HW/1/all\nke20190723_10-K_edgar_data_320187_0000320187-19-000051_1.txt,351729,46121,0.218645495,0.129034529
D:/CHX/fall2020/NLP/HW/1/all\pfe20190228_10-K_edgar_data_78003_0000078003-19-000015_1.txt,243374,32265,0.363326087,0.172589967
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20100226_10-K_edgar_data_78003_0001193125-10-042425_1.txt,699568,88696,0.254958832,0.152790549
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20110228_10-K_edgar_data_78003_0001193125-11-048877_1.txt,724669,90471,0.263293842,0.160446978
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20120228_10-K_edgar_data_78003_0001193125-12-085703_1.txt,1127714,148678,0.256020643,0.15529851
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20130228_10-K_edgar_data_78003_0000078003-13-000006_1.txt,970187,124053,0.275003735,0.160799448
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20140228_10-K_edgar_data_78003_0000078003-14-000018_1.txt,916550,115672,0.274672118,0.148331686
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20150227_10-K_edgar_data_78003_0000078003-15-000014_1.txt,744520,91974,0.275251247,0.151352116
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20160229_10-K_edgar_data_78003_0000078003-16-000077_1.txt,911752,112741,0.261137029,0.141934446
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20170223_10-K_edgar_data_78003_0000078003-17-000014_1.txt,933736,115724,0.25354379,0.139263292
D:/CHX/fall2020/NLP/HW/1/all\PFIZER INC20180222_10-K_edgar_data_78003_0000078003-18-000027_1.txt,1161002,147702,0.231766789,0.133774077
D:/CHX/fall2020/NLP/HW/1/all\pg20190806_10-K_edgar_data_80424_0000080424-19-000050_1.txt,326046,42343,0.19278443,0.118332533
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20100813_10-K_edgar_data_80424_0001193125-10-188769_1.txt,385967,50030,0.187214448,0.09714463
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20110810_10-K_edgar_data_80424_0000080424-11-000014_1.txt,347959,45874,0.182265406,0.10284286
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20120808_10-K_edgar_data_80424_0000080424-12-000063_1.txt,555589,75435,0.197443294,0.10220735
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20130808_10-K_edgar_data_80424_0000080424-13-000063_1.txt,463366,62193,0.164498325,0.096428228
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20140808_10-K_edgar_data_80424_0000080424-14-000057_1.txt,296213,38072,0.180416838,0.099713426
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20150807_10-K_edgar_data_80424_0000080424-15-000070_1.txt,1260926,175619,0.213728155,0.09319718
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20160809_10-K_edgar_data_80424_0000080424-16-000212_1.txt,680239,93355,0.164457925,0.094579007
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20170807_10-K_edgar_data_80424_0000080424-17-000047_1.txt,712986,99053,0.182246899,0.097524717
D:/CHX/fall2020/NLP/HW/1/all\PROCTER & GAMBLE CO20180807_10-K_edgar_data_80424_0000080424-18-000055_1.txt,509493,72288,0.122150194,0.079672968
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20100211_10-K_edgar_data_101829_0001193125-10-027861_1.txt,562664,73735,0.189774945,0.096578886
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20110210_10-K_edgar_data_101829_0001193125-11-029695_1.txt,447130,57494,0.238377921,0.101793593
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20120209_10-K_edgar_data_101829_0001193125-12-047752_1.txt,709423,95385,0.210801988,0.097630181
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20130207_10-K_edgar_data_101829_0001193125-13-042195_1.txt,502038,64431,0.240185388,0.096574727
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20140206_10-K_edgar_data_101829_0000101829-14-000006_1.txt,445761,56079,0.211608426,0.087023417
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20150205_10-K_edgar_data_101829_0000101829-15-000005_1.txt,590963,78224,0.217348423,0.095293393
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20160211_10-K_edgar_data_101829_0000101829-16-000050_1.txt,541753,71117,0.231386457,0.093044756
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20170209_10-K_edgar_data_101829_0000101829-17-000007_1.txt,529893,69209,0.200736542,0.097166193
D:/CHX/fall2020/NLP/HW/1/all\RAYTHEON TECHNOLOGIES CORP20180209_10-K_edgar_data_101829_0000101829-18-000005_1.txt,463211,59602,0.198263978,0.093823692
D:/CHX/fall2020/NLP/HW/1/all\rtx20190207_10-K_edgar_data_101829_0000101829-19-000007_1.txt,144288,18682,0.331135491,0.141220909
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20100218_10-K_edgar_data_86312_0001047469-10-000972_1.txt,1056541,142901,0.412065961,0.244653868
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20110217_10-K_edgar_data_86312_0001047469-11-001001_1.txt,962876,129638,0.428113312,0.25977261
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20120216_10-K_edgar_data_86312_0001047469-12-001096_1.txt,961157,128971,0.434307979,0.265638275
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20130219_10-K_edgar_data_86312_0001047469-13-001211_1.txt,1024112,136918,0.41150263,0.253619091
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20140213_10-K_edgar_data_86312_0001047469-14-000854_1.txt,1118852,150290,0.381618156,0.238986873
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20150212_10-K_edgar_data_86312_0001047469-15-000743_1.txt,1226429,165748,0.365376647,0.222657422
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20160211_10-K_edgar_data_86312_0001047469-16-010107_1.txt,1283840,173619,0.344675501,0.218375971
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20170216_10-K_edgar_data_86312_0001047469-17-000695_1.txt,1637235,224054,0.332684843,0.203443549
D:/CHX/fall2020/NLP/HW/1/all\TRAVELERS COS INC20180215_10-K_edgar_data_86312_0001047469-18-000812_1.txt,1072097,144016,0.386380811,0.243976052
D:/CHX/fall2020/NLP/HW/1/all\trv20190214_10-K_edgar_data_86312_0000086312-19-000009_1.txt,865954,112367,0.438243711,0.279311064
D:/CHX/fall2020/NLP/HW/1/all\unh20190212_10-K_edgar_data_731766_0000731766-19-000005_1.txt,319412,39812,0.22296622,0.099348281
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20100210_10-K_edgar_data_731766_0001193125-10-027229_1.txt,394143,49432,0.192068925,0.085101507
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20110210_10-K_edgar_data_731766_0001193125-11-030615_1.txt,457435,58125,0.217426248,0.102677172
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20120209_10-K_edgar_data_731766_0000731766-12-000009_1.txt,434279,53785,0.196413269,0.098597802
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20130207_10-K_edgar_data_731766_0000731766-13-000005_1.txt,557813,69702,0.207744475,0.102319635
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20140212_10-K_edgar_data_731766_0000731766-14-000008_1.txt,503730,64871,0.210080167,0.096468626
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20150210_10-K_edgar_data_731766_0000731766-15-000007_1.txt,446437,56426,0.213397819,0.096302365
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20160209_10-K_edgar_data_731766_0000731766-16-000058_1.txt,421969,51422,0.207508106,0.08882645
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20170208_10-K_edgar_data_731766_0000731766-17-000009_1.txt,374743,45037,0.212937428,0.08891546
D:/CHX/fall2020/NLP/HW/1/all\UNITEDHEALTH GROUP INC20180213_10-K_edgar_data_731766_0000731766-18-000005_1.txt,381971,44906,0.244249152,0.094888859
D:/CHX/fall2020/NLP/HW/1/all\v20191114_10-K_edgar_data_1403161_0001403161-19-000050_1.txt,416438,53805,0.250361252,0.116876024
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20100226_10-K_edgar_data_732712_0001193125-10-041685_1.txt,461403,61336,0.155413784,0.084390183
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20110228_10-K_edgar_data_732712_0001193125-11-049476_1.txt,494161,65978,0.14001297,0.073691995
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20120224_10-K_edgar_data_732712_0001193125-12-077846_1.txt,372061,49300,0.156384063,0.083050998
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20130226_10-K_edgar_data_732712_0001193125-13-075713_1.txt,381351,50321,0.143226417,0.079017418
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20140227_10-K_edgar_data_732712_0001193125-14-073266_1.txt,559162,74371,0.121637307,0.068904884
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20150223_10-K_edgar_data_732712_0001193125-15-057710_1.txt,775046,106775,0.240184081,0.106671217
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20160223_10-K_edgar_data_732712_0001193125-16-473367_1.txt,443062,59004,0.123077329,0.076460791
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20170221_10-K_edgar_data_732712_0001193125-17-050292_1.txt,473933,63395,0.130430211,0.074914289
