file name,file size,company name,conformed period of report,filed as of date,date as of change,number of words,% positive,% negative,% uncertainty,% litigious,% modal-weak,% modal moderate,% modal strong,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K-A_edgar_data_1141197_0001580695-14-000375_1.txt,19799,PEDEVCO CORP,20131231,20140701,20140701,2454,0.12224938875305623,0.9779951100244498,0.20374898125509372,1.466992665036675,0.08149959250203749,0.28524857375713125,0.12224938875305623,0.6112469437652812,14464,918,285,1.8427057864710676,5.420537897310513,476
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K-A_edgar_data_1168197_0001168197-14-000041_1.txt,50670,LIPOSCIENCE INC,20131231,20140701,20140701,6669,0.6747638326585695,1.649422702054281,0.7797270955165692,3.3588244114559904,0.6447743289848553,0.1349527665317139,1.1545958914379968,0.5698005698005698,37491,1008,303,1.8457040035987404,5.341730394361973,714
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K-A_edgar_data_1488419_0001144204-14-040726_1.txt,615519,"SINO AGRO FOOD, INC.",20131231,20140701,20140701,84099,0.7098776442050441,1.3876502693254378,1.0642219289171095,1.3127385581279207,0.5648105209336616,0.2984577700091559,0.4233106220050179,0.5089240062307518,474853,14764,4678,1.803184342263285,5.369944945837644,4814
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K-A_edgar_data_1540684_0001144204-14-040538_1.txt,856304,"BRAZIL MINERALS, INC.",20131231,20140701,20140630,125078,0.37656502342538256,1.652568797070628,0.6491949023809144,3.3698971841570864,0.45491613233342393,0.15430371448216315,0.3166024400773917,0.7451350357376997,659649,11033,3701,1.7339100401349559,5.1136650729944515,3573
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K-A_edgar_data_1551739_0001193125-14-257850_1.txt,268599,"HAMILTON BANCORP, INC.",20140331,20140701,20140701,36950,0.4654939106901218,1.8944519621109608,1.4235453315290933,0.8173207036535859,0.557510148849797,0.41677943166441134,0.23004059539918809,0.9932341001353181,208415,6476,2103,1.8413802435723952,5.45872801082544,2630
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K-A_edgar_data_859163_0000859163-14-000067_1.txt,255231,AVX CORP,20140331,20140701,20140701,33949,0.8512769153730596,1.6642610975286458,1.764411322866653,1.1340540222097852,0.6450852749712804,0.35641697840878966,0.25626675307078267,0.6568676544228107,195313,5338,1962,1.8830893398921913,5.569678046481487,2585
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K_edgar_data_1497918_0001079974-14-000529_1.txt,171313,"REAL HIP-HOP NETWORK, INC",20140331,20140701,20140630,24143,0.7994035538251253,1.0106449074265833,0.8781013130099822,1.0644907426583274,0.3603528973201342,0.26508718883320215,0.6212980988278176,0.5674522635960734,134553,3767,1148,1.8195336122271466,5.394814231868451,2453
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K_edgar_data_1520007_0001062993-14-003982_1.txt,186783,JOYMAIN INTERNATIONAL DEVELOPMENT GROUP INC.,20140430,20140701,20140701,24692,0.7289810464927912,1.1906690426048923,0.967924833954317,1.8143528268265023,0.4252389437874616,0.31184189211080515,0.7897294670338572,0.6925319941681517,139233,3586,1110,1.8388546897780658,5.406244937631621,2384
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K_edgar_data_1527727_0001213900-14-004620_1.txt,82129,IRON SANDS CORP.,20140331,20140701,20140701,11244,0.9249377445748843,1.3963002490217005,1.262895766631092,0.7381714692280327,0.5869797225186766,0.3735325506937033,0.6047669868374245,0.720384204909285,63813,1886,615,1.8747776591960157,5.483546780505158,1493
G:/NLP-P1-Textdata/2014/QTR3/20140701_10-K_edgar_data_1542624_0001079974-14-000530_1.txt,56242,ACCELERATED ACQUISITIONS XIX,20140331,20140701,20140630,7611,0.7883326763894364,1.2087767704638024,1.2613322822230981,0.6700827749310209,0.5781106293522533,0.31533307055577453,0.5781106293522533,0.8146104322690843,43844,1300,411,1.900670082774931,5.553672316384181,1220
