Date,vwretx,vwindx
20131030,-0.005842,1567.788
20131031,-0.003574,1562.186
20131101,0.0015,1564.529
20131104,0.004333,1571.308
20131105,-0.002966,1566.647
20131106,0.002532,1570.613
20131107,-0.014184,1548.335
20131108,0.012692,1567.987
20131111,0.001054,1569.64
20131112,-0.002283,1566.056
20131113,0.008442,1579.276
20131114,0.004339,1586.129
20131115,0.00435,1593.028
20131118,-0.00486,1585.287
20131119,-0.003528,1579.693
20131120,-0.003238,1574.579
20131121,0.008775,1588.396
20131122,0.004551,1595.624
20131125,-0.001415,1593.367
20131126,0.000981,1594.93
20131127,0.002562,1599.017
20131129,0.000054,1599.103
20131202,-0.003522,1593.471
20131203,-0.003795,1587.423
20131204,-0.001195,1585.525
20131205,-0.003531,1579.927
20131206,0.009609,1595.108
20131209,0.001821,1598.012
20131210,-0.002943,1593.309
20131211,-0.01228,1573.742
20131212,-0.002733,1569.442
20131213,0.001262,1571.422
20131216,0.006485,1581.613
20131217,-0.002324,1577.937
20131218,0.014567,1600.922
20131219,-0.000917,1599.454
20131220,0.006999,1610.649
20131223,0.006196,1620.628
20131224,0.003405,1626.146
20131226,0.004076,1632.774
20131227,-0.000476,1631.997
20131230,0.000187,1632.302
20131231,0.00426,1639.255
20140102,-0.008809,1624.815
20140103,0.000407,1625.477
20140106,-0.00342,1619.918
20140107,0.006166,1629.906
20140108,0.000013,1629.927
20140109,0.000077,1630.054
20140110,0.003416,1635.621
20140113,-0.011905,1616.148
20140114,0.010403,1632.961
20140115,0.005128,1641.334
20140116,-0.000242,1640.937
20140117,-0.003552,1635.109
20140121,0.003404,1640.676
20140122,0.001347,1642.886
20140123,-0.008275,1629.291
20140124,-0.021313,1594.566
20140127,-0.00676,1583.787
20140128,0.007333,1595.4
20140129,-0.010258,1579.034
20140130,0.011717,1597.536
20140131,-0.005848,1588.193
20140203,-0.023492,1550.883
20140204,0.007556,1562.601
20140205,-0.002274,1559.047
20140206,0.011557,1577.065
20140207,0.012777,1597.215
20140210,0.001609,1599.785
20140211,0.010564,1616.685
20140212,0.000795,1617.971
20140213,0.006952,1629.218
20140214,0.003997,1635.73
20140218,0.003071,1640.753
20140219,-0.006978,1629.304
20140220,0.006367,1639.678
20140221,-0.001019,1638.006
20140224,0.00625,1648.243
20140225,-0.001271,1646.149
20140226,0.000924,1647.67
20140227,0.004738,1655.477
20140228,0.001685,1658.266
20140303,-0.006647,1647.243
20140304,0.015601,1672.942
20140305,0.000235,1673.335
20140306,0.001431,1675.73
20140307,-0.00077,1674.44
20140310,-0.001226,1672.387
20140311,-0.005639,1662.957
20140312,0.001009,1664.635
20140313,-0.01134,1645.757
20140314,-0.001494,1643.298
20140317,0.008389,1657.083
20140318,0.00772,1669.876
20140319,-0.00674,1658.621
20140320,0.004832,1666.635
20140321,-0.002982,1661.666
20140324,-0.006261,1651.263
20140325,0.003279,1656.678
20140326,-0.00839,1642.779
20140327,-0.001445,1640.405
20140328,0.0044,1647.622
20140331,0.009298,1662.941
20140401,0.008327,1676.788
20140402,0.002708,1681.329
20140403,-0.003148,1676.036
20140404,-0.012973,1654.292
20140407,-0.011945,1634.532
20140408,0.005226,1643.074
20140409,0.011403,1661.809
20140410,-0.021151,1626.66
20140411,-0.010093,1610.241
20140414,0.006617,1620.896
20140415,0.005415,1629.672
20140416,0.010753,1647.197
20140417,0.002245,1650.894
20140421,0.003599,1656.836
20140422,0.005654,1666.203
20140423,-0.002922,1661.335
20140424,0.000695,1662.49
20140425,-0.009656,1646.437
20140428,0.000945,1647.993
20140429,0.005678,1657.35
20140430,0.003403,1662.991
20140501,0.000676,1664.114
20140502,-0.00033,1663.565
20140505,0.001285,1665.701
20140506,-0.009029,1650.661
20140507,0.004088,1657.409
20140508,-0.002963,1652.498
20140509,0.001488,1654.957
20140512,0.011234,1673.549
20140513,-0.000932,1671.989
20140514,-0.005031,1663.576
20140515,-0.008634,1649.213
20140516,0.003385,1654.796
20140519,0.004371,1662.03
20140520,-0.007053,1650.307
20140521,0.007414,1662.543
20140522,0.003402,1668.199
20140523,0.004793,1676.194
20140527,0.006049,1686.333
20140528,-0.001509,1683.788
20140529,0.004858,1691.967
20140530,0.000729,1693.202
20140602,0.000617,1694.247
20140603,-0.000417,1693.541
20140604,0.002511,1697.793
20140605,0.007204,1710.024
20140606,0.005024,1718.616
20140609,0.001881,1721.849
20140610,-0.000411,1721.14
20140611,-0.00324,1715.563
20140612,-0.006182,1704.958
20140613,0.003112,1710.264
20140616,0.001498,1712.826
20140617,0.002992,1717.952
20140618,0.006941,1729.875
20140619,0.001505,1732.479
20140620,0.002123,1736.158
20140623,0.000176,1736.463
20140624,-0.007198,1723.964
20140625,0.005183,1732.899
20140626,-0.0008,1731.513
20140627,0.002875,1736.491
20140630,0.000973,1738.18
20140701,0.00674,1749.896
20140702,-0.000362,1749.262
20140703,0.005069,1758.129
20140707,-0.006263,1747.118
20140708,-0.007682,1733.696
20140709,0.004466,1741.438
20140710,-0.004865,1732.966
20140711,0.000683,1734.149
20140714,0.004646,1742.206
20140715,-0.003333,1736.399
20140716,0.00372,1742.859
20140717,-0.011152,1723.422
20140718,0.01039,1741.329
20140721,-0.002234,1737.438
20140722,0.005117,1746.329
20140723,0.001861,1749.579
20140724,0.000227,1749.976
20140725,-0.005164,1740.94
20140728,-0.000565,1739.955
20140729,-0.003818,1733.313
20140730,0.000461,1734.112
20140731,-0.019677,1699.991
20140801,-0.003605,1693.862
20140804,0.007237,1706.12
20140805,-0.009006,1690.755
20140806,0.000019,1690.787
20140807,-0.005169,1682.048
20140808,0.01042,1699.575
20140811,0.004671,1707.514
20140812,-0.002303,1703.582
20140813,0.006456,1714.581
20140814,0.004198,1721.779
20140815,0.000235,1722.184
20140818,0.008581,1736.962
20140819,0.004631,1745.005
20140820,0.002006,1748.505
20140821,0.002507,1752.889
20140822,-0.001499,1750.261
20140825,0.004552,1758.228
20140826,0.002177,1762.055
20140827,0.000433,1762.818
20140828,-0.001937,1759.403
20140829,0.003847,1766.17
20140902,0.000041,1766.242
20140903,-0.000896,1764.661
20140904,-0.002395,1760.434
20140905,0.004385,1768.154
20140908,-0.00281,1763.187
20140909,-0.006366,1751.962
20140910,0.003371,1757.869
20140911,0.001111,1759.821
20140912,-0.006614,1748.182
20140915,-0.002947,1743.03
20140916,0.007085,1755.38
20140917,0.000931,1757.014
20140918,0.004486,1764.895
20140919,-0.002359,1760.732
20140922,-0.010261,1742.665
20140923,-0.00613,1731.982
20140924,0.007172,1744.402
20140925,-0.01578,1716.876
20140926,0.00833,1731.178
20140929,-0.002388,1727.045
20140930,-0.004183,1719.82
20141001,-0.013205,1697.11
20141002,0.000792,1698.455
20141003,0.009293,1714.238
20141006,-0.001829,1711.103
20141007,-0.01523,1685.042
20141008,0.01576,1711.599
20141009,-0.021535,1674.739
20141010,-0.013613,1651.94
20141013,-0.016056,1625.416
20141014,0.00228,1629.123
20141015,-0.004599,1621.63
20141016,0.004074,1628.237
20141017,0.010951,1646.067
20141020,0.009373,1661.496
20141021,0.019642,1694.131
20141022,-0.009116,1678.689
20141023,0.012463,1699.61
20141024,0.006083,1709.949
20141027,-0.002148,1706.276
20141028,0.013875,1729.951
20141029,-0.002403,1725.794
20141030,0.004854,1734.172
20141031,0.011676,1754.419
20141103,-0.000673,1753.239
20141104,-0.004719,1744.965
20141105,0.004756,1753.264
20141106,0.003759,1759.855
20141107,0.001807,1763.034
20141110,0.002757,1767.895
20141111,0.001095,1769.83
20141112,0.00042,1770.574
20141113,-0.001048,1768.719
20141114,0.001193,1770.828
20141117,-0.000174,1770.52
20141118,0.005317,1779.934
20141119,-0.002404,1775.655
20141120,0.003346,1781.596
20141121,0.005094,1790.673
20141124,0.003228,1796.453
20141125,-0.000561,1795.444
20141126,0.002509,1799.949
20141128,-0.006067,1789.028
20141201,-0.009286,1772.415
20141202,0.005993,1783.036
20141203,0.005121,1792.166
20141204,-0.002213,1788.2
20141205,0.00151,1790.9
20141208,-0.009767,1773.409
20141209,0.001749,1776.511
20141210,-0.017798,1744.892
20141211,0.003929,1751.748
20141212,-0.015436,1724.708
20141215,-0.007586,1711.624
20141216,-0.006049,1701.27
20141217,0.022049,1738.781
20141218,0.021755,1776.609
20141219,0.004643,1784.857
20141222,0.003136,1790.456
20141223,0.002308,1794.589
20141224,0.000488,1795.465
20141226,0.003645,1802.009
20141229,0.001056,1803.913
20141230,-0.004445,1795.895
20141231,-0.008901,1779.909
20150102,-0.000354,1779.28
20150105,-0.018656,1746.086
20150106,-0.00986,1728.87
20150107,0.010952,1747.805
20150108,0.017104,1777.699
20150109,-0.007723,1763.97
20150112,-0.007999,1749.861
20150113,-0.002522,1745.448
20150114,-0.00538,1736.058
20150115,-0.009589,1719.411
20150116,0.014023,1743.523
20150120,0.00018,1743.836
20150121,0.004395,1751.501
20150122,0.014898,1777.595
20150123,-0.00419,1770.146
20150126,0.004405,1777.944
20150127,-0.010313,1759.608
20150128,-0.01446,1734.164
20150129,0.008532,1748.961
20150130,-0.012294,1727.458
20150202,0.0124,1748.879
20150203,0.015217,1775.492
20150204,-0.004744,1767.069
20150205,0.011396,1787.207
20150206,-0.003545,1780.872
20150209,-0.00418,1773.427
20150210,0.00874,1788.927
20150211,-0.000574,1787.901
20150212,0.010281,1806.282
20150213,0.004694,1814.76
20150217,0.001741,1817.919
20150218,-0.000071,1817.79
20150219,-0.001135,1815.726
20150220,0.005672,1826.025
20150223,-0.00064,1824.856
20150224,0.002225,1828.916
20150225,0.000558,1829.937
20150226,-0.001692,1826.84
20150227,-0.002728,1821.857
20150302,0.005621,1832.098
20150303,-0.004071,1824.639
20150304,-0.003914,1817.496
20150305,0.001597,1820.4
20150306,-0.013975,1794.959
20150309,0.002824,1800.028
20150310,-0.01577,1771.642
20150311,-0.000514,1770.732
20150312,0.011927,1791.852
20150313,-0.005577,1781.858
20150316,0.011904,1803.07
20150317,-0.001801,1799.823
20150318,0.011944,1821.32
20150319,-0.004519,1813.089
20150320,0.009282,1829.918
20150323,-0.001083,1827.936
20150324,-0.004758,1819.24
20150325,-0.015005,1791.943
20150326,-0.002206,1787.99
20150327,0.002249,1792.012
20150330,0.01162,1812.834
20150331,-0.007241,1799.707
20150401,-0.003065,1794.191
20150402,0.003913,1801.212
20150406,0.006512,1812.942
20150407,-0.00213,1809.08
20150408,0.003309,1815.067
20150409,0.003424,1821.282
20150410,0.004683,1829.811
20150413,-0.003826,1822.811
20150414,0.001827,1826.142
20150415,0.006266,1837.584
20150416,-0.000486,1836.691
20150417,-0.011387,1815.776
20150420,0.008277,1830.805
20150421,-0.001208,1828.594
20150422,0.004184,1836.245
20150423,0.003472,1842.62
20150424,0.001159,1844.756
20150427,-0.005024,1835.489
20150428,0.002365,1839.829
20150429,-0.003897,1832.659
20150430,-0.010864,1812.749
20150501,0.009417,1829.82
20150504,0.003001,1835.312
20150505,-0.011732,1813.78
20150506,-0.003723,1807.028
20150507,0.003245,1812.892
20150508,0.012053,1834.744
20150511,-0.004102,1827.219
20150512,-0.002353,1822.92
20150513,-0.000115,1822.711
20150514,0.009669,1840.334
20150515,0.000894,1841.98
20150518,0.003449,1848.333
20150519,-0.001487,1845.584
20150520,-0.000456,1844.742
20150521,0.002418,1849.202
20150522,-0.002289,1844.97
20150526,-0.010512,1825.576
20150527,0.008611,1841.297
20150528,-0.001283,1838.933
20150529,-0.005837,1828.2
20150601,0.00151,1830.961
20150602,0.000338,1831.579
20150603,0.002612,1836.363
20150604,-0.008971,1819.889
20150605,0.000127,1820.12
20150608,-0.006856,1807.64
20150609,0.00008,1807.785
20150610,0.01151,1828.593
20150611,0.00156,1831.445
20150612,-0.00632,1819.87
20150615,-0.004042,1812.514
20150616,0.005037,1821.644
20150617,0.001744,1824.821
20150618,0.009253,1841.706
20150619,-0.004957,1832.576
20150622,0.005782,1843.172
20150623,0.001214,1845.41
20150624,-0.00753,1831.514
20150625,-0.002723,1826.527
20150626,-0.001063,1824.585
20150629,-0.021782,1784.841
20150630,0.002958,1790.12
20150701,0.005381,1799.753
20150702,-0.000626,1798.627
20150706,-0.004363,1790.78
20150707,0.00516,1800.02
20150708,-0.016773,1769.829
20150709,0.002544,1774.331
20150710,0.012614,1796.713
20150713,0.010388,1815.378
20150714,0.004772,1824.041
20150715,-0.002477,1819.522
20150716,0.006998,1832.255
20150717,-0.000547,1831.253
20150720,-0.001199,1829.058
20150721,-0.004169,1821.432
20150722,-0.002436,1816.995
20150723,-0.005594,1806.83
20150724,-0.010136,1788.516
20150727,-0.00711,1775.801
20150728,0.012445,1797.9
20150729,0.007526,1811.431
20150730,0.000764,1812.814
20150731,-0.000956,1811.081
20150803,-0.003696,1804.387
20150804,-0.001852,1801.045
20150805,0.002212,1805.029
20150806,-0.00824,1790.155
20150807,-0.003431,1784.014
20150810,0.013282,1807.709
20150811,-0.00948,1790.572
20150812,0.000632,1791.705
20150813,-0.002224,1787.72
20150814,0.003839,1794.583
20150817,0.005778,1804.952
20150818,-0.00362,1798.418
20150819,-0.009012,1782.211
20150820,-0.022018,1742.971
20150821,-0.028587,1693.145
20150824,-0.038963,1627.175
20150825,-0.010704,1609.759
20150826,0.034364,1665.075
20150827,0.024617,1706.065
20150828,0.002551,1710.418
20150831,-0.007448,1697.679
20150901,-0.028494,1649.305
20150902,0.016456,1676.446
20150903,0.001814,1679.488
20150904,-0.013838,1656.246
20150908,0.023834,1695.722
20150909,-0.013158,1673.41
20150910,0.004346,1680.683
20150911,0.003157,1685.989
20150914,-0.004337,1678.677
20150915,0.011658,1698.247
20150916,0.009478,1714.342
20150917,-0.000909,1712.783
20150918,-0.01552,1686.2
20150921,0.003372,1691.886
20150922,-0.013709,1668.691
20150923,-0.003592,1662.698
20150924,-0.003834,1656.324
20150925,-0.002291,1652.529
20150928,-0.027881,1606.455
20150929,-0.001019,1604.819
20150930,0.019715,1636.458
20151001,0.001926,1639.609
20151002,0.015164,1664.473
20151005,0.018959,1696.029
20151006,-0.003224,1690.562
20151007,0.009526,1706.666
20151008,0.008613,1721.365
20151009,0.001399,1723.773
20151012,-0.000201,1723.427
20151013,-0.007918,1709.782
20151014,-0.004545,1702.011
20151015,0.014799,1727.198
20151016,0.00351,1733.26
20151019,-0.000654,1732.127
20151020,-0.001214,1730.024
20151021,-0.008323,1715.625
20151022,0.014042,1739.716
20151023,0.009698,1756.587
20151026,-0.002813,1751.646
20151027,-0.004511,1743.745
20151028,0.013883,1767.953
20151029,-0.002249,1763.976
20151030,-0.004149,1756.658
20151102,0.012613,1778.814
20151103,0.003132,1784.385
20151104,-0.003712,1777.762
20151105,-0.001617,1774.888
20151106,-0.00028,1774.391
20151109,-0.009851,1756.912
20151110,0.001048,1758.754
20151111,-0.004279,1751.228
20151112,-0.014943,1725.059
20151113,-0.009949,1707.896
20151116,0.013764,1731.403
20151117,-0.001569,1728.686
20151118,0.015511,1755.501
20151119,-0.001158,1753.468
20151120,0.002937,1758.618
20151123,-0.000662,1757.454
20151124,0.002347,1761.579
20151125,0.001084,1763.488
20151127,0.000678,1764.683
20151130,-0.004079,1757.485
20151201,0.00957,1774.305
20151202,-0.011021,1754.751
20151203,-0.01461,1729.114
20151204,0.01673,1758.043
20151207,-0.010013,1740.44
20151208,-0.006146,1729.743
20151209,-0.00674,1718.085
20151210,0.002056,1721.617
20151211,-0.020352,1686.578
20151214,0.001573,1689.231
20151215,0.011485,1708.632
20151216,0.014949,1734.174
20151217,-0.01501,1708.144
20151218,-0.015387,1681.86
20151221,0.007142,1693.871
20151222,0.008901,1708.948
20151223,0.013768,1732.476
20151224,-0.000847,1731.009
20151228,-0.003381,1725.157
20151229,0.009889,1742.217
20151230,-0.00756,1729.045
20151231,-0.008312,1714.674
20160104,-0.015267,1688.495
20160105,0.001381,1690.826
20160106,-0.01429,1666.664
20160107,-0.024371,1626.045
20160108,-0.011047,1608.082
20160111,-0.001767,1605.241
20160112,0.006193,1615.182
20160113,-0.026593,1572.23
20160114,0.015794,1597.061
20160115,-0.021915,1562.061
20160119,-0.00265,1557.922
20160120,-0.010709,1541.237
20160121,0.005793,1550.166
20160122,0.022663,1585.297
20160125,-0.017078,1558.224
20160126,0.016102,1583.314
20160127,-0.010968,1565.948
20160128,0.00509,1573.918
20160129,0.024858,1613.042
20160201,-0.000331,1612.509
20160202,-0.020335,1579.718
20160203,0.005357,1588.18
20160204,0.003517,1593.766
20160205,-0.020101,1561.73
20160208,-0.017392,1534.569
20160209,-0.003096,1529.818
20160210,-0.000034,1529.767
20160211,-0.012366,1510.85
20160212,0.020472,1541.779
20160216,0.017741,1569.133
20160217,0.018303,1597.853
20160218,-0.00451,1590.646
20160219,-0.000306,1590.16
20160222,0.014521,1613.25
20160223,-0.011999,1593.893
20160224,0.005073,1601.978
20160225,0.010973,1619.557
20160226,0.000295,1620.035
20160229,-0.006183,1610.02
20160301,0.022568,1646.354
20160302,0.005525,1655.449
20160303,0.005443,1664.46
20160304,0.003977,1671.079
20160307,0.003253,1676.515
20160308,-0.013915,1653.187
20160309,0.005522,1662.315
20160310,-0.001438,1659.924
20160311,0.017351,1688.725
20160314,-0.001606,1686.014
20160315,-0.004472,1678.474
20160316,0.007313,1690.748
20160317,0.008291,1704.766
20160318,0.003926,1711.459
20160321,0.000545,1712.392
20160322,-0.000488,1711.556
20160323,-0.00954,1695.228
20160324,-0.000079,1695.093
20160328,0.000708,1696.293
20160329,0.010825,1714.655
20160330,0.004485,1722.344
20160331,-0.000851,1720.879
20160401,0.004893,1729.299
20160404,-0.004565,1721.406
20160405,-0.010106,1704.01
20160406,0.010949,1722.667
20160407,-0.01188,1702.201
20160408,0.004181,1709.318
20160411,-0.002002,1705.897
20160412,0.010474,1723.764
20160413,0.0113,1743.243
20160414,-0.000475,1742.414
20160415,-0.00058,1741.404
20160418,0.006864,1753.357
20160419,0.004318,1760.929
20160420,0.001289,1763.198
20160421,-0.00533,1753.799
20160422,0.001861,1757.063
20160425,-0.002783,1752.172
20160426,0.003339,1758.022
20160427,0.002454,1762.336
20160428,-0.008767,1746.885
20160429,-0.004614,1738.826
20160502,0.006864,1750.761
20160503,-0.011218,1731.12
20160504,-0.006473,1719.915
20160505,-0.000736,1718.649
20160506,0.003412,1724.512
20160509,-0.000117,1724.31
20160510,0.012413,1745.713
20160511,-0.008869,1730.23
20160512,-0.001073,1728.374
20160513,-0.008105,1714.366
20160516,0.010257,1731.951
20160517,-0.009006,1716.353
20160518,-0.00077,1715.031
20160519,-0.003826,1708.469
20160520,0.007608,1721.468
20160523,-0.001833,1718.312
20160524,0.013377,1741.298
20160525,0.007337,1754.075
20160526,-0.000318,1753.516
20160527,0.004412,1761.253
20160531,-0.0004,1760.549
20160601,0.00228,1764.563
20160602,0.003615,1770.941
20160603,-0.002253,1766.952
20160606,0.00621,1777.925
20160607,0.002025,1781.526
20160608,0.003311,1787.425
20160609,-0.002844,1782.341
20160610,-0.011242,1762.303
20160613,-0.008492,1747.338
20160614,-0.002784,1742.473
20160615,-0.000763,1741.143
20160616,0.001898,1744.448
20160617,-0.001962,1741.026
20160620,0.007177,1753.521
20160621,0.002298,1757.551
20160622,-0.001966,1754.096
20160623,0.014534,1779.589
20160624,-0.036934,1713.862
20160627,-0.020764,1678.276
20160628,0.017937,1708.379
20160629,0.017741,1738.688
20160630,0.013283,1761.783
20160701,0.002823,1766.757
20160705,-0.00833,1752.04
20160706,0.005292,1761.311
20160707,-0.000671,1760.129
20160708,0.015597,1787.582
20160711,0.004167,1795.03
20160712,0.008056,1809.492
20160713,-0.00037,1808.822
20160714,0.004738,1817.392
20160715,-0.000735,1816.057
20160718,0.002599,1820.776
20160719,-0.002361,1816.477
20160720,0.004677,1824.972
20160721,-0.003453,1818.67
20160722,0.004537,1826.921
20160725,-0.003162,1821.144
20160726,0.001561,1823.988
20160727,-0.001503,1821.245
20160728,0.0016,1824.159
20160729,0.002453,1828.634
20160801,-0.002255,1824.51
20160802,-0.007221,1811.334
20160803,0.004281,1819.088
20160804,0.00046,1819.926
20160805,0.008309,1835.048
20160808,-0.00006,1834.938
20160809,0.000927,1836.64
20160810,-0.002984,1831.16
20160811,0.004716,1839.797
20160812,-0.000539,1838.805
20160815,0.003962,1846.091
20160816,-0.005706,1835.557
20160817,0.000859,1837.133
20160818,0.003322,1843.235
20160819,-0.001833,1839.857
20160822,-0.000421,1839.083
20160823,0.00286,1844.342
20160824,-0.006213,1832.883
20160825,-0.000688,1831.622
20160826,-0.001746,1828.424
20160829,0.005127,1837.798
20160830,-0.001613,1834.834
20160831,-0.002702,1829.875
20160901,0.000657,1831.077
20160902,0.005763,1841.63
20160906,0.003238,1847.594
20160907,0.000609,1848.72
20160908,-0.002088,1844.86
20160909,-0.025301,1798.183
20160912,0.013601,1822.639
20160913,-0.016235,1793.049
20160914,-0.000641,1791.899
20160915,0.010164,1810.111
20160916,-0.003858,1803.127
20160919,0.001254,1805.388
20160920,-0.000465,1804.549
20160921,0.011772,1825.792
20160922,0.007833,1840.093
20160923,-0.005988,1829.074
20160926,-0.008454,1813.611
20160927,0.005197,1823.036
20160928,0.006481,1834.851
20160929,-0.009324,1817.743
20160930,0.00799,1832.266
20161003,-0.003199,1826.404
20161004,-0.005634,1816.114
20161005,0.004704,1824.657
20161006,-0.000744,1823.3
20161007,-0.003901,1816.187
20161010,0.005659,1826.465
20161011,-0.012714,1803.244
20161012,0.000838,1804.754
20161013,-0.003431,1798.562
20161014,-0.000307,1798.01
20161017,-0.002623,1793.294
20161018,0.006545,1805.031
20161019,0.002877,1810.224
20161020,-0.001777,1807.007
20161021,-0.00011,1806.809
20161024,0.004575,1815.076
20161025,-0.004572,1806.778
20161026,-0.002793,1801.731
20161027,-0.004081,1794.379
20161028,-0.002711,1789.514
20161031,0.000307,1790.064
20161101,-0.006898,1777.715
20161102,-0.007966,1763.553
20161103,-0.004409,1755.778
20161104,-0.001247,1753.589
20161107,0.021356,1791.039
20161108,0.003596,1797.48
20161109,0.012608,1820.143
20161110,0.002217,1824.178
20161111,0.000515,1825.117
20161114,0.002336,1829.38
20161115,0.00778,1843.613
20161116,-0.00162,1840.627
20161117,0.004705,1849.286
20161118,-0.00139,1846.715
20161121,0.007856,1861.223
20161122,0.002933,1866.682
20161123,0.001087,1868.71
20161125,0.003706,1875.636
20161128,-0.006348,1863.729
20161129,0.000742,1865.112
20161130,-0.00175,1861.848
20161201,-0.004274,1853.891
20161202,0.000609,1855.02
20161205,0.007324,1868.606
20161206,0.00475,1877.483
20161207,0.012331,1900.634
20161208,0.003656,1907.582
20161209,0.004074,1915.354
20161212,-0.002508,1910.55
20161213,0.005649,1921.343
20161214,-0.009572,1902.952
20161215,0.003706,1910.004
20161216,-0.001218,1907.677
20161219,0.002056,1911.599
20161220,0.004279,1919.778
20161221,-0.002583,1914.819
20161222,-0.002862,1909.339
20161223,0.001751,1912.682
20161227,0.002533,1917.528
20161228,-0.008508,1901.213
20161229,0.000327,1901.836
20161230,-0.004222,1893.807
20170103,0.008318,1909.559
20170104,0.00852,1925.828
20170105,-0.001121,1923.669
20170106,0.002264,1928.025
20170109,-0.004007,1920.299
20170110,0.001308,1922.811
20170111,0.003103,1928.777
20170112,-0.002678,1923.612
20170113,0.002899,1929.188
20170117,-0.003827,1921.806
20170118,0.001403,1924.502
20170119,-0.003913,1916.97
20170120,0.003614,1923.898
20170123,-0.002139,1919.783
20170124,0.008556,1936.208
20170125,0.008241,1952.164
20170126,-0.001098,1950.021
20170127,-0.001732,1946.643
20170130,-0.007225,1932.578
20170131,0.000723,1933.975
20170201,0.000086,1934.142
20170202,0.000485,1935.08
20170203,0.007799,1950.17
20170206,-0.002799,1944.711
20170207,-0.000536,1943.668
20170208,0.000892,1945.402
20170209,0.006531,1958.106
20170210,0.004038,1966.013
20170213,0.004564,1974.986
20170214,0.003831,1982.551
20170215,0.004731,1991.931
20170216,-0.001445,1989.054
20170217,0.002023,1993.078
20170221,0.005841,2004.721
20170222,-0.001889,2000.933
20170223,-0.001103,1998.726
20170224,0.000328,1999.382
20170227,0.001984,2003.348
20170228,-0.004729,1993.874
20170301,0.013445,2020.681
20170302,-0.006877,2006.786
20170303,0.00087,2008.531
20170306,-0.003869,2000.76
20170307,-0.003497,1993.764
20170308,-0.003449,1986.887
20170309,-0.000211,1986.467
20170310,0.003358,1993.137
20170313,0.001307,1995.741
20170314,-0.004234,1987.291
20170315,0.009932,2007.029
20170316,-0.000697,2005.629
20170317,-0.00089,2003.843
20170320,-0.002515,1998.804
20170321,-0.013995,1970.831
20170322,0.001784,1974.347
20170323,0.000111,1974.566
20170324,-0.0004,1973.775
20170327,-0.000357,1973.07
20170328,0.007054,1986.988
20170329,0.00202,1991.002
20170330,0.00269,1996.357
20170331,-0.001119,1994.122
20170403,-0.002814,1988.51
20170404,0.000533,1989.571
20170405,-0.004284,1981.047
20170406,0.003341,1987.666
20170407,-0.000716,1986.243
20170410,0.001479,1989.18
20170411,-0.000438,1988.308
20170412,-0.004734,1978.894
20170413,-0.007361,1964.328
20170417,0.008801,1981.617
20170418,-0.002537,1976.59
20170419,-0.001378,1973.866
20170420,0.007742,1989.148
20170421,-0.002979,1983.222
20170424,0.010848,2004.736
20170425,0.006121,2017.008
20170426,-0.000143,2016.719
20170427,-0.000196,2016.324
20170428,-0.002657,2010.966
20170501,0.002022,2015.032
20170502,0.000191,2015.417
20170503,-0.002761,2009.853
20170504,-0.000869,2008.107
20170505,0.005801,2019.757
20170508,-0.001007,2017.723
20170509,-0.001077,2015.55
20170510,0.002266,2020.117
20170511,-0.003109,2013.835
20170512,-0.001694,2010.423
20170515,0.005565,2021.612
20170516,-0.000617,2020.364
20170517,-0.018851,1982.279
20170518,0.003621,1989.457
20170519,0.007565,2004.506
20170522,0.005514,2015.558
20170523,0.001581,2018.745
20170524,0.002398,2023.586
20170525,0.003239,2030.141
20170526,0.000208,2030.563
20170530,-0.002455,2025.578
20170531,-0.000453,2024.661
20170601,0.009067,2043.019
20170602,0.003414,2049.995
20170605,-0.001851,2046.2
20170606,-0.002256,2041.584
20170607,0.000573,2042.753
20170608,0.001575,2045.969
20170609,-0.00053,2044.885
20170612,-0.000947,2042.95
20170613,0.005116,2053.401
20170614,-0.002448,2048.373
20170615,-0.003054,2042.117
20170616,0.000454,2043.043
20170619,0.007849,2059.078
20170620,-0.007655,2043.317
20170621,-0.000791,2041.701
20170622,0.000776,2043.284
20170623,0.002949,2049.311
20170626,0.000834,2051.02
20170627,-0.00763,2035.37
20170628,0.009961,2055.644
20170629,-0.008255,2038.676
20170630,0.001398,2041.526
20170703,0.00306,2047.773
20170705,-0.000229,2047.305
20170706,-0.009641,2027.566
20170707,0.006629,2041.008
20170710,0.000462,2041.95
20170711,0.000169,2042.295
20170712,0.007643,2057.905
20170713,0.001738,2061.483
20170714,0.004846,2071.473
20170717,-0.000012,2071.448
20170718,0.000427,2072.333
20170719,0.005984,2084.734
20170720,-0.000078,2084.572
20170721,-0.000913,2082.669
20170724,-0.000163,2082.329
20170725,0.003605,2089.835
20170726,-0.00021,2089.396
20170727,-0.002277,2084.638
20170728,-0.00121,2082.116
20170731,-0.000965,2080.106
20170801,0.002333,2084.959
20170802,-0.001154,2082.553
20170803,-0.002447,2077.457
20170804,0.002049,2081.715
20170807,0.001388,2084.604
20170808,-0.002904,2078.551
20170809,-0.001557,2075.314
20170810,-0.014884,2044.424
20170811,0.001436,2047.36
20170814,0.00997,2067.773
20170815,-0.001612,2064.44
20170816,0.00184,2068.24
20170817,-0.014863,2037.5
20170818,-0.001311,2034.83
20170821,0.00083,2036.519
20170822,0.009563,2055.993
20170823,-0.002093,2051.689
20170824,-0.001215,2049.196
20170825,0.001813,2052.911
20170828,0.000285,2053.496
20170829,0.000605,2054.738
20170830,0.004538,2064.062
