file name,file size,company name,conformed period of report,filed as of date,date as of change,number of words,% positive,% negative,% uncertainty,% litigious,% modal-weak,% modal moderate,% modal strong,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
../Data/filtered_textdata/2019/QTR1/20190214_10-K_edgar_data_86312_0000086312-19-000009_1.txt,51455998,"TRAVELERS COMPANIES, INC.",20181231,0,20190214,1710693,9.2834307499943,3.8617098450744813,0.0,0.0,0.0,0.0,0.0,0.0,35309855,2884459,551196,0,5.792655374167078,1544
../Data/filtered_textdata/2019/QTR1/20190328_10-K_edgar_data_104169_0000104169-19-000016_1.txt,22339960,WALMART INC.,20190131,0,20190328,465998,8.307546384319247,3.5309164417014665,0.0,0.0,0.0,0.0,0.0,0.0,13090051,2050565,396424,0,5.557502392714132,1393
../Data/filtered_textdata/2019/QTR1/20190222_10-K_edgar_data_93410_0000093410-19-000008_1.txt,27942737,CHEVRON CORP,20181231,0,20190222,802572,8.81279187412469,3.1139885268860614,0.0,0.0,0.0,0.0,0.0,0.0,18225146,1858839,295351,0,5.546652512173362,1291
../Data/filtered_textdata/2019/QTR1/20190228_10-K_edgar_data_78003_0000078003-19-000015_1.txt,46846663,PFIZER INC,20181231,0,20190228,1397171,5.275445883145299,3.3736028016613573,0.0,0.0,0.0,0.0,0.0,0.0,31722183,2964796,499329,0,5.496788868363286,1866
../Data/filtered_textdata/2019/QTR1/20190214_10-K_edgar_data_18230_0000018230-19-000034_1.txt,56778859,CATERPILLAR INC,20181231,0,20190214,1463230,9.007196407946802,3.8125243468217573,0.0,0.0,0.0,0.0,0.0,0.0,34696097,4420740,1070376,0,5.60930612412266,1367
../Data/filtered_textdata/2019/QTR1/20190226_10-K_edgar_data_886982_0001193125-19-050198_1.txt,29836011,GOLDMAN SACHS GROUP INC,20181231,0,20190225,838288,2.7157730994598515,3.706124864008551,0.0,0.0,0.0,0.0,0.0,0.0,19171108,1854753,339102,0,5.142084820491287,1713
../Data/filtered_textdata/2019/QTR1/20190208_10-K_edgar_data_12927_0000012927-19-000010_1.txt,27574700,BOEING CO,20181231,0,20190208,749062,4.538476120801749,3.056088815078058,0.0,0.0,0.0,0.0,0.0,0.0,18241974,1880268,253882,0,5.525116746010344,1185
../Data/filtered_textdata/2019/QTR1/20190221_10-K_edgar_data_21344_0000021344-19-000014_1.txt,28900337,COCA COLA CO,20181231,0,20190221,887014,8.3206127524481,2.722843156928752,0.0,0.0,0.0,0.0,0.0,0.0,19643754,1878819,318807,0,5.530913829995919,1429
../Data/filtered_textdata/2019/QTR1/20190207_10-K_edgar_data_66740_0001558370-19-000470_1.txt,43291501,3M CO,20181231,0,20190207,1272237,0.8481124193055224,1.3646042364748079,0.0,0.0,0.0,0.0,0.0,0.0,27294449,3363690,371452,0,5.043159411336095,1386
../Data/filtered_textdata/2019/QTR1/20190212_10-K_edgar_data_731766_0000731766-19-000005_1.txt,18298270,UNITEDHEALTH GROUP INC,20181231,0,20190212,559596,8.709854966797476,3.46321274633843,0.0,0.0,0.0,0.0,0.0,0.0,12453912,1187991,188632,0,5.686831213947205,1371
../Data/filtered_textdata/2019/QTR1/20190227_10-K_edgar_data_310158_0000310158-19-000014_1.txt,28752912,"MERCK & CO., INC.",20181231,0,20190227,894233,8.654903140456682,3.161256629983461,0.0,0.0,0.0,0.0,0.0,0.0,19633525,1789868,303863,0,5.62945227921582,1571
../Data/filtered_textdata/2019/QTR1/20190226_10-K_edgar_data_51143_0001047469-19-000712_1.txt,40132688,INTERNATIONAL BUSINESS MACHINES CORP,20181231,0,20190226,1113411,1.0799246639381146,1.16075734836462,0.0,0.0,0.0,0.0,0.0,0.0,25522447,2404388,452624,0,5.218537449333624,1415
../Data/filtered_textdata/2019/QTR1/20190226_10-K_edgar_data_19617_0000019617-19-000054_1.txt,85579411,JPMORGAN CHASE & CO,20181231,0,20190226,2448715,4.340643970408969,2.9571428279730387,0.0,0.0,0.0,0.0,0.0,0.0,58067821,5411388,688797,0,5.504686335486163,1706
