file name,file size,company name,conformed period of report,filed as of date,date as of change,number of words,% positive,% negative,% uncertainty,% litigious,% modal-weak,% modal moderate,% modal strong,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
../Data/filtered_textdata/2012/QTR1/20120229_10-K_edgar_data_19617_0000019617-12-000163_1.txt,1730322,JPMORGAN CHASE & CO,20111231,20120229,20120229,109552,6.061961442967723,2.6562728202132324,0.0,0.0,0.0,0.0,0.0,0.0,1347146,19577,6881,0,4.7414652402512045,1436
../Data/filtered_textdata/2012/QTR1/20120223_10-K_edgar_data_93410_0000950123-12-002976_1.txt,448448,CHEVRON CORP,20111231,20120223,20120223,28003,3.942434739135093,1.9497910938113774,0.0,0.0,0.0,0.0,0.0,0.0,341839,12198,3924,0,4.67924865193015,1105
../Data/filtered_textdata/2012/QTR1/20120322_10-K_edgar_data_354950_0000354950-12-000003_1.txt,195031,HOME DEPOT INC,20120129,20120322,20120322,12346,5.726551109671148,1.5470597764458125,0.0,0.0,0.0,0.0,0.0,0.0,146633,5675,1865,0,4.708812570873158,784
../Data/filtered_textdata/2012/QTR1/20120228_10-K_edgar_data_310158_0001193125-12-084319_1.txt,1213158,MERCK & CO. INC.,20111231,20120228,20120828,80035,5.288936090460424,1.7279940026238523,0.0,0.0,0.0,0.0,0.0,0.0,930852,21967,7789,0,4.91541200724683,1373
../Data/filtered_textdata/2012/QTR1/20120209_10-K_edgar_data_731766_0000731766-12-000009_1.txt,434279,UNITEDHEALTH GROUP INC,20111231,20120209,20120208,25150,8.294234592445328,1.650099403578529,0.0,0.0,0.0,0.0,0.0,0.0,333272,7057,2371,0,4.9084294234592445,1075
../Data/filtered_textdata/2012/QTR1/20120224_10-K_edgar_data_4962_0001193125-12-077400_1.txt,996728,AMERICAN EXPRESS CO,20111231,20120224,20120224,63191,5.3235429095915565,2.1917678150369513,0.0,0.0,0.0,0.0,0.0,0.0,780838,14084,5029,0,4.821984143311547,1492
../Data/filtered_textdata/2012/QTR1/20120223_10-K_edgar_data_21344_0000021344-12-000007_1.txt,786512,COCA COLA CO,20111231,20120223,20120223,51774,4.954224127940665,1.6919689419399697,0.0,0.0,0.0,0.0,0.0,0.0,606923,13900,5052,0,4.6440105072043885,1258
../Data/filtered_textdata/2012/QTR1/20120224_10-K_edgar_data_63908_0001193125-12-077317_1.txt,280651,MCDONALDS CORP,20111231,20120224,20120224,17784,5.81421502474134,1.6475483580746737,0.0,0.0,0.0,0.0,0.0,0.0,215539,5395,1820,0,4.771761133603239,910
../Data/filtered_textdata/2012/QTR1/20120209_10-K_edgar_data_12927_0001193125-12-048565_1.txt,359478,BOEING CO,20111231,20120209,20120209,21819,5.151473486410926,1.9982583986433842,0.0,0.0,0.0,0.0,0.0,0.0,273788,8782,2887,0,4.830698015491086,1057
../Data/filtered_textdata/2012/QTR1/20120216_10-K_edgar_data_66740_0001104659-12-010566_1.txt,451027,3M CO,20111231,20120216,20120529,26822,5.72664230855268,2.3861009618969504,0.0,0.0,0.0,0.0,0.0,0.0,343158,11164,3551,0,4.841510700171501,1107
