file name,file size,company name,conformed period of report,filed as of date,date as of change,number of words,% positive,% negative,% uncertainty,% litigious,% modal-weak,% modal moderate,% modal strong,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
../Data/filtered_textdata/2017/QTR3/20170807_10-K_edgar_data_80424_0000080424-17-000047_1.txt,712986,PROCTER & GAMBLE CO,20170630,20170807,20170807,48376,5.597817099388126,1.7860095915329914,0.0,0.0,0.0,0.0,0.0,0.0,545594,8576,3295,0,4.635873160244749,1168
../Data/filtered_textdata/2017/QTR3/20170907_10-K_edgar_data_858877_0000858877-17-000016_1.txt,1085108,"CISCO SYSTEMS, INC.",20170729,20170907,20170907,75736,5.719869018696524,1.7574205133622056,0.0,0.0,0.0,0.0,0.0,0.0,849115,9950,3694,0,4.643049540509137,1267
../Data/filtered_textdata/2017/QTR3/20170802_10-K_edgar_data_789019_0001564590-17-014900_1.txt,334505,MICROSOFT CORP,20170630,20170802,20170802,21238,6.389490535831999,1.939919013089745,0.0,0.0,0.0,0.0,0.0,0.0,263751,5610,2063,0,4.791317449854035,1070
../Data/filtered_textdata/2017/QTR3/20170720_10-K_edgar_data_320187_0000320187-17-000090_1.txt,373266,NIKE INC,20170531,20170720,20170720,23407,5.263382748750374,2.5077968129192123,0.0,0.0,0.0,0.0,0.0,0.0,289665,5793,2069,0,4.817319605246293,1076
